"creative","uid"
"GOV/CT FOLEY ARE YOU HAPPY","sn89t5tFoMo"
"GOV/CT FOLEY ARE YOU HAPPY 60","S_p7YhlObdo"
"GOV/CT FOLEY ARE YOU HAPPY REV","GtmNQJG7s4s"
"GOV/CT FOLEY BIG SQUEEZE","N2Odah7T8K4"
"GOV/CT FOLEY CONNECTICUT LOST","c7cUwGf10T0"
"GOV/CT FOLEY HAD HIS CHANCE","6bKVq7BNhTU"
"GOV/CT FOLEY LESLIE","xRdAqQWBdew"
"GOV/CT FOLEY MALLOY ANGRY","9FzpVK0GxKs"
"GOV/CT FOLEY MORE IMPORTANT","47Wj2ZThqjM"
"GOV/CT FOLEY NEW GOVERNOR","b1l0PowUqFg"
"GOV/CT FOLEY PROBLEM WITH THE TRUTH","ROW2288T2cI"
"GOV/CT FOLEY SUCCESS STORY","yohYluHEbAg"
"GOV/CT FOLEY WE HAVE A PLAN","hwoGbOdwDEU"
"GOV/CT MALLOY 30 YEARS","NoChannel"
"GOV/CT MALLOY ANOTHER DAY","NoChannel"
"GOV/CT MALLOY BILL CLINTON","NoChannel"
"GOV/CT MALLOY BLAME","NoChannel"
"GOV/CT MALLOY CREATE JOBS","NoChannel"
"GOV/CT MALLOY FOUR YEARS AGO","NoChannel"
"GOV/CT MALLOY GUN LAW","NoChannel"
"GOV/CT MALLOY MULTIMILLIONAIRE","NoChannel"
"GOV/CT MALLOY TOUGH DECISIONS","NoChannel"
"GOV/CT MALLOY TOUGH TIMES 60","NoChannel"
"GOV/CT MALLOY YACHT","NoChannel"
"GOV/CT MALLOY ZERO","NoChannel"
"GOV/FL CRIST FLORIDA WOMEN","NoMatch"
"GOV/FL CRIST FOR THE POWERFUL","NoMatch"
"GOV/FL CRIST KEEPS SAYING IT","hUZ0XVmgxMg"
"GOV/FL CRIST PRIVATE JET","EUK-6XL4Bac"
"GOV/FL CRIST THIS OATH","NoMatch"
"GOV/FL CRIST UNHEALTHY PROFITS","kiLxUAd0Y_g"
"GOV/FL FLDP MIKE FASANO","NoChannel"
"GOV/FL FLDP WORKING HARD","NoChannel"
"GOV/FL FLRP ALL THESE ATTACK ADS","NoChannel"
"GOV/FL FLRP ANN SCOTT","NoChannel"
"GOV/FL FLRP WHAT HAPPENS","NoChannel"
"GOV/FL SCOTT CAREER POLITICIAN","NoMatch"
"GOV/FL SCOTT FLORIDA LOST REV","NoMatch"
"GOV/FL SCOTT NOT ON THE BALLOT","NoMatch"
"GOV/FL SCOTT OUR COASTLINE","NoMatch"
"GOV/FL SCOTT RUDY GIULIANI","CN4bWd347JI"
"GOV/GA CARTER&DPOG A LOT OF POLITICIANS","6QzB1Kwrzjo"
"GOV/GA CARTER&DPOG GEORGIA IS READY","2t3aql-wPC8"
"GOV/GA CARTER&DPOG REMEMBER","kB5iGvYoJ9w"
"GOV/GA CARTER BIG BUSINESS","NoMatch"
"GOV/GA CARTER CAME INTO OFFICE","MI-mMUa01-g"
"GOV/GA CARTER CAPITOL TODAY","8VjivaNnYvA"
"GOV/GA CARTER DEAL TALKS ABOUT","ufOCku0DvI4"
"GOV/GA CARTER FALSE NEGATIVE ADS","X5ukgiCrxZI"
"GOV/GA CARTER GEORGIA IS READY","NoMatch"
"GOV/GA CARTER LAST 5 YEARS","8gAn5GZSqXg"
"GOV/GA CARTER MY FOCUS","r9kjVsBOtDk"
"GOV/GA CARTER MY KIDS 60","GhNUpiqLfk0"
"GOV/GA CARTER POWER OF EDUCATION","NoMatch"
"GOV/GA DEAL DAWN PUGH JUSTUS","jdpAaBhqILA"
"GOV/GA DEAL FIRST PLACE","uyIvGoPPZXo"
"GOV/GA DEAL GIFT OF GAB","NoMatch"
"GOV/GA DEAL HONOR","NoMatch"
"GOV/GA DEAL NUMBER ONE","eo5jpm_x-pk"
"GOV/GA DEAL ON THE MOVE","LEvUuFpqCHU"
"GOV/GA DEAL SANDRA DEAL","mafaglOeiIE"
"GOV/GA DEAL SCORE POLITICAL POINTS","eHpRUiEQWmU"
"GOV/GA DEAL SENATOR JASON CARTER 15","8kNNbRLlR8c"
"GOV/GA DEAL SUCCESS","Bo5dNLOXZ4c"
"GOV/GA DEAL TELLING THE TRUTH","NoMatch"
"GOV/GA DEAL THREE YEARS IN A ROW 15","USwyevHXkmQ"
"GOV/GA DEAL VETERAN","NoMatch"
"GOV/GA HUNT 80 PERCENT","NoChannel"
"GOV/HI ABERCROMBIE ACROSS HAWAII","NoChannel"
"GOV/HI ABERCROMBIE EARLY EDUCATION","NoChannel"
"GOV/HI ABERCROMBIE I'M SUPPORTING","NoChannel"
"GOV/HI ABERCROMBIE I'M SUPPORTING REV","NoChannel"
"GOV/HI ABERCROMBIE OBAMA","NoChannel"
"GOV/HI ABERCROMBIE PHYLLIS IDA","NoChannel"
"GOV/HI ABERCROMBIE WHERE TO","NoChannel"
"GOV/HI AIONA CATHERINE","KW5McP2Mei8"
"GOV/HI AIONA DECISION","NoMatch"
"GOV/HI AIONA IT'S TIME","-1NxX8HYP6Q"
"GOV/HI AIONA MIDDLE CLASS","w__Xj25qWbU"
"GOV/HI AIONA MISLEADING ATTACK ADS REV","NoMatch"
"GOV/HI AIONA SEE IT EVERYWHERE","hwjCCbaYh00"
"GOV/HI AIONA VISION","fGTkaZZ6zWY"
"GOV/HI DAVIS OUR POLITICAL SYSTEM 15","NoChannel"
"GOV/HI HANNEMAN BOMBARDED","NoChannel"
"GOV/HI HANNEMAN PEOPLE WILL RECOGNIZE","NoChannel"
"GOV/HI HANNEMAN REAL CHANGE","NoChannel"
"GOV/HI HANNEMANN DICK TOMEY","NoChannel"
"GOV/HI HANNEMANN DICK TOMEY REV","NoChannel"
"GOV/HI HANNEMANN REAL CHANGE","NoChannel"
"GOV/HI HIIP GROWING UP","NoChannel"
"GOV/HI IGE AS A FATHER","1tkpNg_iqaU"
"GOV/HI IGE MOTIVATES","NoMatch"
"GOV/HI IGE NOVEMBER 4TH","qwkLOWE3I-A"
"GOV/HI IGE RIGHT REASONS","4nzTHv2nsAk"
"GOV/HI IGE SOMETIMES","NoMatch"
"GOV/HI IGE WORKING CLASS FAMILY","1ueJx5Pwcc4"
"GOV/IA BRANSTAD ABOUT YOUR FUTURE","WzpDpISAnZA"
"GOV/IA BRANSTAD ASKED","iRtl3ziO8BU"
"GOV/IA BRANSTAD BRAGGING","NoMatch"
"GOV/IA BRANSTAD CHRIS","LHHoMANdRHc"
"GOV/IA BRANSTAD COME A LONG WAY","vlYza3UiCh4"
"GOV/IA BRANSTAD EDUCATION IN IOWA","vZ1WdEToJEU"
"GOV/IA BRANSTAD FOUR YEARS AGO","AE43YL6DdLg"
"GOV/IA BRANSTAD GETS RESULTS","PMSiW2oJojs"
"GOV/IA BRANSTAD GOOD THINGS","xfZbG0VXVMg"
"GOV/IA BRANSTAD HARDEST WORKING MAN","wTeRReEqfWk"
"GOV/IA BRANSTAD INSIDER DEAL","NoMatch"
"GOV/IA BRANSTAD KIM REYNOLDS","hfKz7qx9TN8"
"GOV/IA BRANSTAD OUR COMEBACK","jYmW_TUsKc8"
"GOV/IA BRANSTAD OUR COMEBACK 60","sDuA2QHgBVI"
"GOV/IA HATCH AFTER 20 YEARS","M4sATI4ZUGU"
"GOV/IA HATCH AS STATE SENATOR","PzjyMJux8ac"
"GOV/IA HATCH MUDSLINGING","o5tKdoc06OU"
"GOV/IA HATCH THERE ARE TWO","ssFYV7z3F9Y"
"GOV/ID BALUKOFF BUSINESS AS USUAL","P3C9CAeRiGc"
"GOV/ID BALUKOFF GOOD OLD BOY SYSTEM","NoMatch"
"GOV/ID BALUKOFF NO STRANGER","HElqk-HGepM"
"GOV/ID BALUKOFF ROB WAITE","WmE1BduALJU"
"GOV/ID BALUKOFF SONIA GALAVIZ","Qzrqc_Piyfk"
"GOV/ID BALUKOFF TAKING SHOTS","IwvyDEw8x2w"
"GOV/ID BALUKOFF VIOLATED","VdewR_ys6J0"
"GOV/ID BUJAK INDEPENDENT AND SOVEREIGN","NoChannel"
"GOV/ID OTTER FACTS DON'T LIE","-Z-5Ulb01Ek"
"GOV/ID OTTER FALSELY SMEARING","VtlFrYjT1r8"
"GOV/ID OTTER MITT ROMNEY","oO2CaDVzmgQ"
"GOV/ID OTTER OBAMACARE","ypkT5fqYASg"
"GOV/ID OTTER PROUD CONSERVATIVE","YlUl8GYevN0"
"GOV/ID OTTER TRACY KASPER","qcr8Vfn0vMc"
"GOV/ID OTTER WE'VE MADE IDAHO","h_D1ZQbt820"
"GOV/IL QUINN 20 YEARS","-ulL1-81fZ4"
"GOV/IL QUINN 30 SECONDS","9371HRCSBaA"
"GOV/IL QUINN BROOKPORT","XaO1smHO7MM"
"GOV/IL QUINN DAVID THOMPSON","HGHK81A9I64"
"GOV/IL QUINN EYE ON THE BALL","-uuvWTVqf7U"
"GOV/IL QUINN FACTS","NoMatch"
"GOV/IL QUINN FEW THINGS","xSUKpY4ASC8"
"GOV/IL QUINN FORD EXPLORER","s7_LmnsC4_I"
"GOV/IL QUINN GARY MANIER","I8PrSOKUsU8"
"GOV/IL QUINN HEALTHCARE COMPANY","NoMatch"
"GOV/IL QUINN HEART DEFECT","atPXP862L6A"
"GOV/IL QUINN HOMEBANC MORTGAGE","ZtW1S2nEAE4"
"GOV/IL QUINN LAWN","GcL1dZE_Eno"
"GOV/IL QUINN LOVE","oxZ0ISbIyXU"
"GOV/IL QUINN LUXURY HOMES","7KVWr5y5rD8"
"GOV/IL QUINN MICHELLE OBAMA","hGDNptr1kbU"
"GOV/IL QUINN MILLIONS","mIcT6nHBPTA"
"GOV/IL QUINN MILLIONS REV","xTl02xa72Ko"
"GOV/IL QUINN OUTRIGHT LIES","EnjpPE7H-Y8"
"GOV/IL QUINN RAUNER MINIMUM WAGE","RodqOp6ynP8"
"GOV/IL QUINN RAUNER MINIMUM WAGE 2","0VzE3FFqJTg"
"GOV/IL QUINN REALLY KNOW","qT4lbu2VMaY"
"GOV/IL QUINN SOMEHOW ABLE","qtu4tBoNRBM"
"GOV/IL QUINN THE SOUTHERN ILLINOISAN 15","NoMatch"
"GOV/IL QUINN TIME IT TAKES","NoMatch"
"GOV/IL QUINN TIMES OF CHALLENGE","NoMatch"
"GOV/IL QUINN TIMES OF CHALLENGE 60","JZXhouCE4r4"
"GOV/IL QUINN TWO CANDIDATES","P3hOQtm3SlU"
"GOV/IL QUINN VERY FIRST TIME","j_--xUwn9ww"
"GOV/IL QUINN YOU KNOW ME","Zznmnu6xTo0"
"GOV/IL RAUNER 100 YEARS","NoMatch"
"GOV/IL RAUNER 2ND HIGHEST","NoMatch"
"GOV/IL RAUNER BIG TROUBLE","NoMatch"
"GOV/IL RAUNER CULLERTON","NoMatch"
"GOV/IL RAUNER DIANA BRUCE DECIDED","NoMatch"
"GOV/IL RAUNER DIANA BRUCE DECIDED REV","NoMatch"
"GOV/IL RAUNER DIANA LIFELONG DEMOCRAT","NoMatch"
"GOV/IL RAUNER DISAGREE","NoMatch"
"GOV/IL RAUNER ED HANLON","NoMatch"
"GOV/IL RAUNER EVERY MAJOR ILLINOIS PAPER","NoMatch"
"GOV/IL RAUNER EVERY MAJOR ILLINOIS PAPER REV","NoMatch"
"GOV/IL RAUNER EVERY MAJOR ILLINOIS PAPER REV 2","NoMatch"
"GOV/IL RAUNER EVERY MAJOR ILLINOIS PAPER REV 3","NoMatch"
"GOV/IL RAUNER EVERY MAJOR PAPER","NoMatch"
"GOV/IL RAUNER EVERY MAJOR PAPER REV 2","NoMatch"
"GOV/IL RAUNER EVERY MAJOR PAPER REV 3","NoMatch"
"GOV/IL RAUNER EVERY MAJOR PAPER REV 4","NoMatch"
"GOV/IL RAUNER FALSELY ATTACKING","NoMatch"
"GOV/IL RAUNER HALF MILLION","NoMatch"
"GOV/IL RAUNER HURTING","NoMatch"
"GOV/IL RAUNER JOBS GOVERNOR","NoMatch"
"GOV/IL RAUNER JOBS GOVERNOR 15","NoMatch"
"GOV/IL RAUNER MADIGAN","NoMatch"
"GOV/IL RAUNER MIKE DITKA","NoMatch"
"GOV/IL RAUNER NONPARTISAN VOICES","NoMatch"
"GOV/IL RAUNER PASTOR COREY BROOKS 15","NoMatch"
"GOV/IL RAUNER PROMISING","NoMatch"
"GOV/IL RAUNER QUINN AIDE","NoMatch"
"GOV/IL RAUNER QUINN AND THE CAREER POLITICIANS","NoMatch"
"GOV/IL RAUNER RAISED TAXES","NoMatch"
"GOV/IL RAUNER RON WILSON 15","NoMatch"
"GOV/IL RAUNER VAN","NoMatch"
"GOV/IL RAUNER VIOLENT CRIMINALS","NoMatch"
"GOV/IL RAUNER WE KNEW","nq6kpeYpwHI"
"GOV/IL RAUNER WHEN YOU HEAR","NoMatch"
"GOV/KS BROWNBACK CARR BROTHERS","wm0FZnUT9hY"
"GOV/KS BROWNBACK FACTS ARE CLEAR","YMhcEzcKH3w"
"GOV/KS BROWNBACK GROWING AGAIN","m-sRdX3IkEg"
"GOV/KS BROWNBACK RAISED","5jTBwQLGb7Y"
"GOV/KS BROWNBACK SINCE 2011","NY9TQeb33b8"
"GOV/KS BROWNBACK STARTED","0JpDz1BRaO8"
"GOV/KS BROWNBACK THE FACTS","NoMatch"
"GOV/KS BROWNBACK WELFARE TO WORK","2ni3V4uIEEM"
"GOV/KS DAVIS BETTER WAY","NoMatch"
"GOV/KS DAVIS COMMONSENSE KANSAN","xdhsvnx3rqY"
"GOV/KS DAVIS DAMAGING","7XYoCN9HXe4"
"GOV/KS DAVIS DAVID GROVES","MkFJ2heFSmI"
"GOV/KS DAVIS HAPPY TALK","Fw-1-JkOVj4"
"GOV/KS DAVIS JEFF","NoMatch"
"GOV/KS DAVIS SCHOOL HOUSES","zahCcRxWkmw"
"GOV/MA BAKER&POLITO&MARP CHARLIE LAUREN CAROLINE 90","NoMatch"
"GOV/MA BAKER&POLITO&MARP ONCE LED THE NATION","77R5i8SnV9M"
"GOV/MA BAKER&POLITO BIGGEST DIFFERENCE 15","NoMatch"
"GOV/MA BAKER&POLITO DEMOCRATS AND INDEPENDENTS","NMWFxgep1TM"
"GOV/MA BAKER&POLITO THINK ABOUT THIS","eTltR5Z9_ws"
"GOV/MA BAKER OPTIMISTIC","5STvcCH4DHI"
"GOV/MA BAKER THE LAST YEAR","4cnIfRCyALk"
"GOV/MA COAKLEY SPENT MY CAREER 60","NoMatch"
"GOV/MA FALCHUK INSPIRED","NoChannel"
"GOV/MA FALCHUK SOME VOTERS","NoChannel"
"GOV/MA MCCORMICK TWO POLITICAL INSIDERS","NoChannel"
"GOV/MD BROWN&ULMAN ASSAULT WEAPONS","NoChannel"
"GOV/MD BROWN&ULMAN BILL CLINTON","NoChannel"
"GOV/MD BROWN&ULMAN BILL CLINTON REV","NoChannel"
"GOV/MD BROWN&ULMAN INCOHERENT","NoChannel"
"GOV/MD BROWN&ULMAN PILOT","NoChannel"
"GOV/MD BROWN&ULMAN POLICE OFFICER","NoChannel"
"GOV/MD BROWN&ULMAN WHO IS LARRY HOGAN","NoChannel"
"GOV/MD BROWN DIFFICULT TIMES","NoChannel"
"GOV/MD BROWN DRIVEN","NoChannel"
"GOV/MD HOGAN&RUTHERFORD AMIE SHANK","C765Lxzw6kM"
"GOV/MD HOGAN&RUTHERFORD HEATHER CROWDER","GnicVOScCtg"
"GOV/MD HOGAN&RUTHERFORD JAYMI STERLING","O6XAIGAIWsM"
"GOV/MD HOGAN&RUTHERFORD KANDIE LEACH","0m-X72-bZhc"
"GOV/MD HOGAN&RUTHERFORD MY FRIEND","qmAzPKdUdpU"
"GOV/MD HOGAN&RUTHERFORD PROFESSIONAL POLITICIAN","5Jg2wOFYQ_0"
"GOV/MD HOGAN&RUTHERFORD PROUD","BUNP7h8QsyQ"
"GOV/MD HOGAN HOW MANY OF YOU REV","NfOyV0BlKns"
"GOV/MD MDP PILOT","NoChannel"
"GOV/ME CUTLER ANGUS KING","NoChannel"
"GOV/ME CUTLER BEAUTIFUL PLACE","NoChannel"
"GOV/ME CUTLER DEBATES","NoChannel"
"GOV/ME CUTLER FOUR YEARS AGO","NoChannel"
"GOV/ME CUTLER MOST OF US AGREE","NoChannel"
"GOV/ME CUTLER MOST OF US AGREE REV","NoChannel"
"GOV/ME CUTLER PROMISE 60","NoChannel"
"GOV/ME CUTLER PROPERTY TAX","NoChannel"
"GOV/ME CUTLER TELL GOVERNOR LEPAGE 15","NoChannel"
"GOV/ME LEPAGE ANN LEPAGE","NoMatch"
"GOV/ME LEPAGE CYNDI ROBBINS","BHlpBFaGS2s"
"GOV/ME LEPAGE KEEP","85tS6kA8MoI"
"GOV/ME LEPAGE MICHAUD AND HIS ALLIES","NoMatch"
"GOV/ME LEPAGE SEEN THIS AD","GelNhsaH848"
"GOV/ME MEFORWARD LIFELONG MAINER","NoChannel"
"GOV/ME MICHAUD ALL WE'VE BEEN THROUGH","Fln4QWOqCwQ"
"GOV/ME MICHAUD DON MCCORMACK","WDQj3L7XUkg"
"GOV/ME MICHAUD FOUR YEARS","xR7VBq7At7Q"
"GOV/ME MICHAUD KIND OF PERSON","CftP-7rEJ2k"
"GOV/ME MICHAUD MORE ATTACKS","kKUmxtSB9q0"
"GOV/ME MICHAUD RAYE WENTWORTH","tqotmEBJftE"
"GOV/ME MICHAUD RICH NOLON","_IJEtTc66Qc"
"GOV/ME MICHAUD THE TRUTH","Kuh1wR578Fc"
"GOV/ME MICHAUD VERY PROUD","8zTeQ28Yi7g"
"GOV/ME MICHAUD VOTED FOR CUTLER","gJ03S2wquos"
"GOV/ME RGAME CAROLYN","NoChannel"
"GOV/MI SCHAUER NO WONDER","KhPGn_WcxwE"
"GOV/MI SCHAUER POTENTIAL","Un6Sg0Te0Cw"
"GOV/MI SCHAUER RUNNING","tfKkcLUDvcI"
"GOV/MI SNYDER 50 YEARS","h-cdqloTwB0"
"GOV/MI SNYDER ACCOUNTANT 60","x_y0LojzywU"
"GOV/MI SNYDER DEAD LAST 60","NoMatch"
"GOV/MI SNYDER FIRST","Rn0exOYalfk"
"GOV/MI SNYDER LINDA THALER","gBwLtJqM2p4"
"GOV/MI SNYDER NERD 60","Ty-0zaKcWj0"
"GOV/MI SNYDER NEXT FEW DAYS","2n2_U-9KxPY"
"GOV/MI SNYDER PAM WILLIAMS","7R6i7ocSdWk"
"GOV/MI SNYDER REVERSED","QJv39yGH9zs"
"GOV/MI SNYDER ROAD TO RECOVERY","NoMatch"
"GOV/MN DAYTON FEW YEARS AGO","zQfgzzWS08o"
"GOV/MN DAYTON ONE MINUTE","TVvFQX3BoL4"
"GOV/MN DAYTON SEE IT HERE","PcKH8pDQ9Ns"
"GOV/MN DAYTON TARA GREEN","naGmP1g1f8o"
"GOV/MN DAYTON THE PORT FAMILY","wEcb31MuDtc"
"GOV/MN JOHNSON AUDIT","2mlHjMZUaC0"
"GOV/MN JOHNSON MY WIFE","8RtX1vIrbSQ"
"GOV/MN JOHNSON UNAWARE","Gvn5qJOyUxk"
"GOV/NE HASSEBROOK AMY BURNS","fYNxBM4y_rc"
"GOV/NE HASSEBROOK GREW UP","i74cakBriCg"
"GOV/NE HASSEBROOK MELVIN LUETCHENS","AgXR8bfnMQM"
"GOV/NE HASSEBROOK ONCE AGAIN","4Q3Ty5gdLkc"
"GOV/NE HASSEBROOK THE CHOICE","cbbUm4vuo0o"
"GOV/NE HASSEBROOK UNLIKE PETE RICKETTS","BBOi0r35O24"
"GOV/NE HASSEBROOK VIOLENT CRIMINALS","88L17_tJR1c"
"GOV/NE RICKETTS A DAD","NoChannel"
"GOV/NE RICKETTS CAROLYN DAVIS","NoChannel"
"GOV/NE RICKETTS FELIX DAVIDSON","NoChannel"
"GOV/NE RICKETTS MIKE JOHANNS","NoChannel"
"GOV/NE RICKETTS MY DAD STARTED  60","NoChannel"
"GOV/NE RICKETTS MY EXPERIENCE","NoChannel"
"GOV/NE RICKETTS PEOPLE ASK ME","NoChannel"
"GOV/NH HASSAN BAD MANAGEMENT","NoChannel"
"GOV/NH HASSAN CLEAR CHOICE","NoChannel"
"GOV/NH HASSAN CONSIDER THIS","NoChannel"
"GOV/NH HASSAN HOW DID WE SOLVE","NoChannel"
"GOV/NH HASSAN OPPORTUNITY","NoChannel"
"GOV/NH HASSAN PERSONAL FREEDOMS","NoChannel"
"GOV/NH HASSAN RESPONSIBLE","NoChannel"
"GOV/NH HAVENSTEIN DISHONEST","NoChannel"
"GOV/NH HAVENSTEIN GREAT GROWTH","NoChannel"
"GOV/NH HAVENSTEIN ISN'T TELLING THE TRUTH","NoChannel"
"GOV/NH HAVENSTEIN SEEN ANY REV","NoChannel"
"GOV/NH HAVENSTEIN SOME SECOND TERMS","NoChannel"
"GOV/NJ BUONO ONLY ONE","M0mOMQqzo6k"
"GOV/NJ CHRISTIE AN EXAMPLE","DaPbsxFzYgY"
"GOV/NJ CHRISTIE I STAND UP","57Ikl-jeVo8"
"GOV/NJ CHRISTIE SHAQ","cskCKa3S8y0"
"GOV/NJ CHRISTIE STAR LEGDER","YmiDiLoqryU"
"GOV/NJ CHRISTIE THE FIRST PERSON I SAW","ROyLylsJtaU"
"GOV/NJ CHRISTIE THEY SAID","Clhv-ya9JJo"
"GOV/NJ CHRISTIE WHICH CANDIDATE RAISED TAXES","g-TIjF_r7aQ"
"GOV/NM KING A FEDERAL JUDGE'S RULING","NoMatch"
"GOV/NM KING FIRST AD","NoMatch"
"GOV/NM KING SPENT MILLIONS","NoMatch"
"GOV/NM KING TAUGHT","NoMatch"
"GOV/NM KING THE LATEST NEWS","NoMatch"
"GOV/NM MARTINEZ 5 POLITICIANS","NoMatch"
"GOV/NM MARTINEZ BETRAYED","X81JkdVsnpE"
"GOV/NM MARTINEZ CHILD SUPPORT","HRo3BMTAiD0"
"GOV/NM MARTINEZ CON MAN","ja5SsdEOCmw"
"GOV/NM MARTINEZ DESERVES A PROMOTION","NoMatch"
"GOV/NM MARTINEZ EVIDENCE","NoMatch"
"GOV/NM MARTINEZ FALSE","b8rogjXPJGQ"
"GOV/NM MARTINEZ FOR 25 YEARS","NoMatch"
"GOV/NM MARTINEZ FOR DECADES","NoMatch"
"GOV/NM MARTINEZ FOR TOO LONG","NoMatch"
"GOV/NM MARTINEZ FOUR YEARS AGO 60","NoMatch"
"GOV/NM MARTINEZ GARY KING'S AD","g096j532840"
"GOV/NM MARTINEZ GOOD TO BE KING","vot33X64Jx0"
"GOV/NM MARTINEZ HUNGRY KIDS","NoMatch"
"GOV/NM MARTINEZ ILLEGAL IMMIGRANTS","NoMatch"
"GOV/NM MARTINEZ INSIDER DEALS","V_P0SPL6OXI"
"GOV/NM MARTINEZ INVESTING MORE","NoMatch"
"GOV/NM MARTINEZ KING SAYS","NoMatch"
"GOV/NM MARTINEZ LOCAL NEWS","frW8Q0BHLMI"
"GOV/NM MARTINEZ MOST CHALLENGING","NoMatch"
"GOV/NM MARTINEZ MY PARENTS","NoMatch"
"GOV/NM MARTINEZ PHONY","NoMatch"
"GOV/NM MARTINEZ POLITICIAN GARY KING","9eLzD_DTJJ0"
"GOV/NM MARTINEZ TAX INCREASE","NNwJAO-81B0"
"GOV/NM MARTINEZ TOOK OFFICE","NoMatch"
"GOV/NM MARTINEZ WE EXPECT","C37_Of5BR4I"
"GOV/NM MARTINEZ WHEN I TOOK OFFICE","NoMatch"
"GOV/NV SANDOVAL FOUR YEARS AGO","NoMatch"
"GOV/NV SANDOVAL HISTORIC REFORMS","NoMatch"
"GOV/NV SANDOVAL OUR CHILDREN","JEB92OPov-w"
"GOV/NY ASTORINO DAISY GIRL","igaQ6XJVTnc"
"GOV/NY ASTORINO EVER WONDER","di0H1kScCL4"
"GOV/NY ASTORINO FALSE NEGATIVE TV ADS","v2QuEGeZYk0"
"GOV/NY ASTORINO NEW YORKERS DON'T","frOHcY-loaI"
"GOV/NY ASTORINO THESE ARE THE PEOPLE","dTDPv1gKmW0"
"GOV/NY CUOMO&HOCHUL BROKEN GOVERNMENT","NoMatch"
"GOV/NY CUOMO&HOCHUL BUFFALO NEWS","NoMatch"
"GOV/NY CUOMO&HOCHUL JOANIE MAHONEY","O5Y78KSFpF8"
"GOV/NY CUOMO&HOCHUL JUST NOT RIGHT","PrERhBT4RZQ"
"GOV/NY CUOMO&HOCHUL MY GRANDFATHER","y-CRuYH1k-Q"
"GOV/NY CUOMO&HOCHUL ON THE MOVE","FqEpZbxkZXI"
"GOV/NY CUOMO&HOCHUL THE GIFT","7h1udeoO3rg"
"GOV/NY CUOMO&HOCHUL THURMAN THOMAS","zKo06-SPGgQ"
"GOV/NY CUOMO&HOCHUL WON'T TAKE MUCH","NoMatch"
"GOV/NY CUOMO BROKEN GOVERNMENT 60","KuViF6mXoIE"
"GOV/NY CUOMO BROKEN GOVERNMENT 60 REV","Nxse--YZqnI"
"GOV/NY CUOMO FEW WEEKS AGO","NoMatch"
"GOV/NY CUOMO HURRICANE IRENE","F9QjWw4t87I"
"GOV/NY CUOMO LOCAL PROPERTY TAXES","NoMatch"
"GOV/NY CUOMO NOTHING MORE IMPORTANT","NoMatch"
"GOV/NY CUOMO RESULTS ARE IN","juFyMC_BEC4"
"GOV/NY CUOMO RUNNING A SMALL BUSINESS","NoMatch"
"GOV/NY CUOMO TRUST IS EVERYTHING","NoMatch"
"GOV/NY CUOMO WORKING TOGETHER","NoMatch"
"GOV/NY ECDC THIS WEEKEND","NoChannel"
"GOV/NY HAWKINS REAL CHOICE","NoChannel"
"GOV/OH FITZGERALD KASICH'S WAY","_tdzreLMQt0"
"GOV/OH FITZGERALD PROMISE OF OHIO","AYIyvG1lUPA"
"GOV/OH KASICH&TAYLOR 2008","CLCqZgIrSK0"
"GOV/OH KASICH&TAYLOR BECAME A VICTIM","41p0NyD5Y10"
"GOV/OH KASICH&TAYLOR COME A LONG WAY","FWAZ1XQrJLs"
"GOV/OH KASICH&TAYLOR COMING BACK","ybIGPv7L0nY"
"GOV/OH KASICH&TAYLOR GREW UP REV","TN41In1iAwY"
"GOV/OH KASICH&TAYLOR MAGIC","XqpWNzWMfa8"
"GOV/OH KASICH ALICE EPITROPOULOS","7mGmuxdOFXs"
"GOV/OH KASICH BOTH OF MY PARENTS","Q-9ZvNP1yDQ"
"GOV/OH KASICH BOTH OF MY PARENTS 60","bGWJgwEZnO0"
"GOV/OH KASICH FOUR YEARS AGO","NoMatch"
"GOV/OH KASICH GREW UP","BBjenf2sDLA"
"GOV/OH KASICH GREW UP 60","TL2fVlKowJI"
"GOV/OH KASICH LIEUTENANT STEVE","eE1plRU-3Ic"
"GOV/OH KASICH MY FATHER","bmPqU8omZbs"
"GOV/OH KASICH MY FATHER 60","cCIkFqgbLsU"
"GOV/OK DORMAN GUN CONTROL","iI_5Dr4iKe0"
"GOV/OK DORMAN MY HOMETOWN","97tOYW8f3pQ"
"GOV/OK DORMAN MY TEAM MEMBER","Z6qCMJlyoyM"
"GOV/OK DORMAN OKLAHOMA FIRST","fNTq2HD-6xQ"
"GOV/OK DORMAN OUT OF TOUCH","7F2mInAQcMA"
"GOV/OK FALLIN ACROSS OKLAHOMA","NoChannel"
"GOV/OK FALLIN LEADERSHIP","NoChannel"
"GOV/OK FALLIN SPECIAL PLACE","NoChannel"
"GOV/OK FALLIN THE LAST FOUR YEARS","NoChannel"
"GOV/OK FALLIN WHO DO YOU TRUST","NoChannel"
"GOV/OK FALLIN WOULD YOU VOTE","NoChannel"
"GOV/OR KITZHABER BOTH FEET","z5W25NH6EZQ"
"GOV/OR KITZHABER GROWING UP","qnhgUyK9erc"
"GOV/OR KITZHABER MORE WE KNOW","b_5MxIAThDA"
"GOV/OR KITZHABER NEWSPAPERS AGREE","FDv_JEQCvZ8"
"GOV/OR KITZHABER NO PLACE","a3p5Nwtd9sc"
"GOV/OR KITZHABER TREMENDOUS POTENTIAL","w512vk6gLXg"
